# TEMPLATE BANK TECHNIQUE: RANDOM
# TOBS (h): 0.5
# COVERAGE: 0.9
# MISMATCH: 0.1
# SPIN PERIOD (ms): 2.0
# PORB MIN (h): 1.0
# PORB MAX (h): 5.0
# MIN PULSAR MASS (Msun): 1.4
# MAX COMPANION MASS (Msun): 2.0
# INCLINATION ANGLE FRACTION: 1.0
# ORBITAL PHASE MIN (rad): 0
# ORBITAL PHASE MAX (rad): 6.283185307179586
# ANGULAR_VELOCITY ASINI/C ORB_PHASE
0.0015082238259014234 0.9022108698184071 4.38749794532919
0.0013136808515470256 1.1338934099072058 1.2167318519013395
0.0011603579612444114 0.9139418671622553 3.078453351825272
0.001292811085817131 0.9058152886198625 1.2066274283158425
0.0014301143330000083 0.7707200762042412 2.479046254801509
0.0014471529630716805 0.18030442692735738 4.344927955552377
0.0013625662488152884 0.6766060264487381 3.4581908295705452
0.0011592670839170366 1.0399273091118084 0.6307080677373471
0.0012159027612066607 1.2364621069763007 3.817539042131439
0.001563270952196562 0.9543278289420334 4.05524013461007
0.0016577601949041478 1.0262933253424444 5.0521946768434995
0.001489461739055572 1.1262800372784916 5.913234615789133
0.001730428750435178 0.9316732074200919 2.85595190078511
0.0015345993080723092 0.6113420977595719 4.232901954794534
0.0016941695822090068 1.046071915656475 5.949226210119561
0.0014056089104991214 0.8619959833136832 0.12766054403355742
0.0015984843646847922 1.0487021976845046 0.17556744324026252
0.0015287016948172148 1.0727194260233186 2.995772146591663
0.0016702612256235887 0.3393791406540791 5.601413884494472
0.00139157497995611 1.0712754756289251 3.8965301336505327
0.001371298586453858 0.6285322604421695 2.8723881847168604
0.0010559095138994164 1.3253701596980485 1.575467472910138
0.0015554209038713324 0.7440750820360573 3.3793927055148503
0.001281897708987684 0.9875384497914528 3.0283948958179168
0.0016985286305396723 1.0406381992422378 2.613149999836918
0.001417436956716146 0.31671094992382337 3.0952223188847876
0.0016026180407373407 0.67343596397607 1.327755251942198
0.0012549978137555682 1.2830374877989235 3.0767036903938783
0.0011209969246763173 1.3307508978667235 0.12114752180966448
0.0016639270079577169 0.7093467259591701 2.5396954368473015
0.00173017040907855 0.35654054228398213 3.381315018807665
0.0015649290019004382 0.9002634605929073 2.925800724503385
0.0015470668627423827 0.8700523248011784 5.460241851593495
0.0011354591711764275 1.121323155901348 3.3068854603232607
0.0016943289790970696 0.8517811645611609 0.6677706982093026
0.0012504223215372 0.9042029246721547 3.8412635721369783
0.0016549340032295332 0.8725504442029275 2.360434868155906
0.0017094529964130835 0.9853091973540766 0.3272931229203694
0.0016113048877828859 0.8687241293236017 3.559130227344226
0.0015953416888930714 0.8556654985232963 5.22258087019997
0.0016468103603298747 0.9050568211246601 4.120405258904885
0.0013127247016468686 1.1930452774197318 0.6691384127589424
